>>>DATA LIST FOR: SCORED_POSTS_AQ (A)_201349194152470.xml
ye1.org, AQAA Military Engagement, عصفور النار, الفجر الجدديد, 1
ye1.org, AQAA Non Violent Activity, اليمن تاج راسي, أبـو علياء, 1
ye1.org, AQAA Non Violent Activity, يحي الجبر, محمد العباسى, 1
ye1.org, AQAA Non Violent Activity, Nutcracker, ابن الرياشي, 1
ye1.org, AQAA Non Violent Activity, محمد العباسى, يحي الجبر, 1
ye1.org, AQAA Non Violent Activity, يحي الجبر, أبـو علياء, 1
ye1.org, AQAA Non Violent Activity, يحي الجبر, محمد العباسى, 1
ye1.org, AQAA Non Violent Activity, اليمن تاج راسي, أبـو علياء, 1
ye1.org, AQ Ideology, محمد العباسى, يحي الجبر, 1
ye1.org, AQAA Non Violent Activity, محمد العباسى, يحي الجبر, 1
ye1.org, AQAA Terrorist Activity, أبو الليل, يحي الجبر, 1
ye1.org, AQAA Terrorist Activity, أبو الليل, اسودالانبارءاب, 1
ye1.org, AQ Ideology, أبـو علياء, gamel, 1
ye1.org, AQAA Non Violent Activity, أبـو علياء, gamel, 1
ye1.org, AQAA Non Violent Activity, اليمن تاج راسي, الضؤ, 1
ye1.org, AQAA Non Violent Activity, اليمن تاج راسي, أبـو علياء, 1
nationalkuwait.com, AQ Ideology, عمر الفاروق, المتوكل على الله, 1
nationalkuwait.com, AQAA Terrorist Activity, عمر الفاروق, المتوكل على الله, 1
173.199.128.68, AQ Ideology, عمر الفاروق, المتوكل على الله, 1
173.199.128.68, AQAA Terrorist Activity, عمر الفاروق, المتوكل على الله, 1
ye1.org, AQAA Non Violent Activity, الضؤ, متابع اعلامي, 1
ye1.org, AQAA Terrorist Activity, أبو علي 4, متابع اعلامي, 1
ye1.org, AQAA Terrorist Activity, جلال الأربعيني, رشاد العولقي, 1
ye1.org, AQAA Non Violent Activity, عبد الرحمن الزر, عبدالرزاق الجمل, 1
ye1.org, AQAA Non Violent Activity, عبد الرحمن الزر, علي ابن المشطط, 1
ye1.org, AQAA Terrorist Activity, ابوبسام اليمني, عبد الرحمن الزر, 1
ye1.org, AQAA Terrorist Activity, عبد الرحمن الزر, متابع اعلامي, 1
ye1.org, AQAA Terrorist Activity, jameel, رشاد العولقي, 1
ye1.org, AQAA Terrorist Activity, النمر بن عدوان, صريح مجروح, 1
nationalkuwait.com, AQ Ideology, الثقيل, المتوكل على الله, 1
nationalkuwait.com, AQ Ideology, الثقيل, عمر الفاروق, 1
nationalkuwait.com, AQAA Terrorist Activity, الثقيل, المتوكل على الله, 1
nationalkuwait.com, AQAA Terrorist Activity, الثقيل, عمر الفاروق, 1
nationalkuwait.com, AQ Ideology, المتوكل على الله, عمر الفاروق, 1
nationalkuwait.com, AQAA Terrorist Activity, المتوكل على الله, عمر الفاروق, 1
nationalkuwait.com, AQ Ideology, عمر الفاروق, الثقيل, 1
ye1.org, AQAA Non Violent Activity, يحي الجبر, محمد العباسى, 1
ye1.org, AQAA Non Violent Activity, محمد العباسى, جنوبي شامخ, 1
ye1.org, AQAA Non Violent Activity, محمد العباسى, يحي الجبر, 1
ye1.org, AQ Ideology, محمد العباسى, ناصر البنا, 1
ye1.org, AQAA Terrorist Activity, صريح مجروح, رشاد العولقي, 1
ye1.org, AQAA Terrorist Activity, رشاد العولقي, صريح مجروح, 1
ye1.org, AQAA Terrorist Activity, صريح مجروح, رشاد العولقي, 1
ye1.org, AQAA Terrorist Activity, صريح مجروح, النمر بن عدوان, 1
ye1.org, AQAA Terrorist Activity, النمر بن عدوان, رشاد العولقي, 1
ye1.org, AQ Ideology, جلال الأربعيني, ابن سيناءء, 1
ye1.org, AQAA Terrorist Activity, جلال الأربعيني, ابن سيناءء, 1
ye1.org, AQAA Terrorist Activity, رجال الوايلي, محمد العباسى, 1
nationalkuwait.com, AQ Ideology, عمر الفاروق, المتوكل على الله, 1
nationalkuwait.com, AQAA Terrorist Activity, عمر الفاروق, المتوكل على الله, 1
173.199.128.68, AQ Ideology, عمر الفاروق, المتوكل على الله, 1
173.199.128.68, AQAA Terrorist Activity, عمر الفاروق, المتوكل على الله, 1
ye1.org, AQ Ideology, ابن سيناءء, ابن الديرة, 1
ye1.org, AQAA Non Violent Activity, يحي الجبر, محمد العباسى, 1
ye1.org, AQ Ideology, أبو الليل, يحي الجبر, 1
ye1.org, AQAA Terrorist Activity, أبو الليل, يحي الجبر, 1
ye1.org, AQAA Non Violent Activity, محمد العباسى, نور الدين زنكي, 1
ye1.org, AQAA Non Violent Activity, يحي الجبر, محمد علي حسين, 1
ye1.org, AQAA Non Violent Activity, يحي الجبر, الهاشمي اليماني, 1
ye1.org, AQAA Terrorist Activity, الفجر الجدديد, رجال الوايلي, 1
ye1.org, AQAA Terrorist Activity, رجال الوايلي, ليال92, 1
ye1.org, AQ Ideology, ابن الديرة, ابن سيناءء, 1
ye1.org, AQAA Terrorist Activity, النمر بن عدوان, زهيرسالم, 1
ye1.org, AQAA Terrorist Activity, زهيرسالم, النمر بن عدوان, 1
ye1.org, AQ Ideology, زهيرسالم, ابوالعهد, 1
ye1.org, AQ Ideology, منصور عبد ربه, كاشف الحقيقة, 1
ye1.org, AQAA Terrorist Activity, متابع اعلامي, ابن الرياشي, 1
ye1.org, AQ Ideology, نصيرة الحق, ابن الرياشي, 1
ye1.org, AQAA Terrorist Activity, ابن الرياشي, متابع اعلامي, 1
ye1.org, AQ Ideology, المعلم1, جلال الأربعيني, 1
ye1.org, AQAA Military Engagement, ربـــش, الواحدي شبواني, 1
ye1.org, AQAA Military Engagement, ربـــش, متابع اعلامي, 1
ye1.org, AQAA Military Engagement, ربـــش, الواحدي شبواني, 1
ye1.org, AQAA Military Engagement, ربـــش, متابع اعلامي, 1
ye1.org, AQAA Terrorist Activity, ابوالعهد, عبد الرحمن الزر, 1
ye1.org, AQAA Non Violent Activity, امين وبس, الأطلنطي, 1
ye1.org, AQ Ideology, مملكه سباء, ابو هزبر, 1
ye1.org, AQAA Terrorist Activity, مملكه سباء, ابو هزبر, 1
ye1.org, AQAA Non Violent Activity, الأطلنطي, بارود1, 1
ye1.org, AQ Ideology, رجال الوايلي, رشاد العولقي, 1
ye1.org, AQAA Military Engagement, رجال الوايلي, رشاد العولقي, 1
ye1.org, AQAA Terrorist Activity, رجال الوايلي, رشاد العولقي, 1
ye1.org, AQAA Military Engagement, رشاد العولقي, رجال الوايلي, 1
ye1.org, AQAA Terrorist Activity, رشاد العولقي, رجال الوايلي, 1
ye1.org, AQAA Military Engagement, رجال الوايلي, رشاد العولقي, 1
ye1.org, AQAA Terrorist Activity, رجال الوايلي, رشاد العولقي, 1
ye1.org, AQAA Military Engagement, متابع اعلامي, رشاد العولقي, 1
ye1.org, AQAA Terrorist Activity, متابع اعلامي, رشاد العولقي, 1
ye1.org, AQAA Terrorist Activity, رجال الوايلي, رشاد العولقي, 1
ye1.org, AQAA Terrorist Activity, رجال الوايلي, متابع اعلامي, 1
ye1.org, AQ Ideology, متابع اعلامي, رشاد العولقي, 1
ye1.org, AQAA Terrorist Activity, متابع اعلامي, رشاد العولقي, 1
ye1.org, AQ Ideology, بلاحدود., ابن الرياشي, 1
ye1.org, AQ Ideology, ابو اسامه العوذلي, ابن الرياشي, 1
ye1.org, AQ Ideology, الأطلنطي, الظاهري , 1
ye1.org, AQAA Non Violent Activity, الأطلنطي, الظاهري , 1
ye1.org, AQ Ideology, ابن الرياشي, ابو اسامه العوذلي, 1
ye1.org, AQAA Terrorist Activity, الأطلنطي, اليمن لليمنيين, 1
ye1.org, AQAA Terrorist Activity, المعلم1, Basharaheel, 1
nationalkuwait.com, AQAA Military Engagement, شاهر المطيري, الثقيل, 1
nationalkuwait.com, AQAA Non Violent Activity, شاهر المطيري, الثقيل, 1
nationalkuwait.com, AQ Ideology, شاهر المطيري, kalame, 1
nationalkuwait.com, AQ Ideology, الثقيل, Catch Me If You Can, 1
nationalkuwait.com, AQ Ideology, Catch Me If You Can, الثقيل, 1
ye1.org, AQ Ideology, متابع اعلامي, الواحدي شبواني, 1
ye1.org, AQAA Military Engagement, الواحدي شبواني, متابع اعلامي, 1
ye1.org, AQAA Military Engagement, متابع اعلامي, الواحدي شبواني, 1
ye1.org, AQAA Non Violent Activity, علي الصريمي, أبو نافع, 1
ye1.org, AQAA Terrorist Activity, علي الصريمي, أبو نافع, 1
ye1.org, AQ Ideology, أبو نافع, رجال الوايلي, 1
ye1.org, AQAA Military Engagement, أبو نافع, رجال الوايلي, 1
ye1.org, AQAA Non Violent Activity, أبو نافع, رجال الوايلي, 1
ye1.org, AQAA Terrorist Activity, أبو نافع, رجال الوايلي, 1
ye1.org, AQ Ideology, نقار الخشب, متابع اعلامي, 1
ye1.org, AQAA Non Violent Activity, نقار الخشب, متابع اعلامي, 1
nationalkuwait.com, AQ Ideology, الثقيل, هزاع, 1
ye1.org, AQAA Terrorist Activity, اليماني القحطان, نصيرة الحق, 1
ye1.org, AQ Ideology, رجال الوايلي, أبو نافع, 1
ye1.org, AQ Ideology, أبو نافع, رجال الوايلي, 1
ye1.org, AQAA Non Violent Activity, أبو نافع, رجال الوايلي, 1
ye1.org, AQAA Terrorist Activity, أبو نافع, رجال الوايلي, 1
nationalkuwait.com, AQAA Non Violent Activity, الثقيل, سيف العدل, 1
nationalkuwait.com, AQAA Terrorist Activity, سيف العدل, الثقيل, 1
nationalkuwait.com, AQ Ideology, هزاع, نيو كلير, 1
nationalkuwait.com, AQ Ideology, الثقيل, المتوكل على الله, 1
nationalkuwait.com, AQAA Non Violent Activity, الثقيل, المتوكل على الله, 1
nationalkuwait.com, AQAA Terrorist Activity, الثقيل, المتوكل على الله, 1
nationalkuwait.com, AQ Ideology, المتوكل على الله, عمر الفاروق, 1
nationalkuwait.com, AQAA Terrorist Activity, المتوكل على الله, عمر الفاروق, 1
ye1.org, AQAA Non Violent Activity, الليل والنهار, جنوبي فخور, 1
ye1.org, AQAA Non Violent Activity, الرفيق جيفارا, جنوبي فخور, 1
ye1.org, AQAA Non Violent Activity, جنوبي فخور, صحافي, 1
as-ansar.com, AQAA Military Engagement, ابو عبد العزيز, الزبير المقهور, 1
as-ansar.com, AQAA Military Engagement, سحاب, الزبير المقهور, 1
as-ansar.com, AQAA Military Engagement, بنت الصحابه, الزبير المقهور, 1
as-ansar.com, AQAA Terrorist Activity, بنت الصحابه, الزبير المقهور, 1
as-ansar.com, AQAA Military Engagement, (ناصر الدين), الزبير المقهور, 1
ye1.org, AQAA Terrorist Activity, رجال الوايلي, الأطلنطي, 1
ye1.org, AQ Ideology, مملكه سباء, مجدي الرويشد, 1
ye1.org, AQ Ideology, نور الدين زنكي, محمد العباسى, 1
ye1.org, AQAA Non Violent Activity, نور الدين زنكي, محمد العباسى, 1
nationalkuwait.com, AQ Ideology, شاهر المطيري, الثقيل, 1
nationalkuwait.com, AQAA Military Engagement, شاهر المطيري, الثقيل, 1
ye1.org, AQAA Non Violent Activity, رجال الوايلي, محمد العباسى, 1
ye1.org, AQAA Non Violent Activity, رجال الوايلي, أبو نافع, 1
ye1.org, AQAA Terrorist Activity, رجال الوايلي, أبو نافع, 1
ye1.org, AQAA Military Engagement, أبو نافع, ربـــش, 1
nationalkuwait.com, AQ Ideology, الثقيل, هزاع, 1
ye1.org, AQAA Non Violent Activity, Microscope, ربـــش, 1
ye1.org, AQ Ideology, محمد العباسى, غريب في ارضه, 1
ye1.org, AQAA Non Violent Activity, محمد العباسى, غريب في ارضه, 1
ye1.org, AQ Ideology, محمد العباسى, أمـير أبو بكر, 1
ye1.org, AQ Ideology, محمد العباسى, متابع اعلامي, 1
ye1.org, AQAA Terrorist Activity, أمـير أبو بكر, زهر المعاني, 1
ye1.org, AQ Ideology, خالد الهاجري, أبـو علياء, 1
nationalkuwait.com, AQ Ideology, ابن الهازمي, Catch Me If You Can, 1
ye1.org, AQ Ideology, أمـير أبو بكر, محمد العباسى, 1
ye1.org, AQAA Non Violent Activity, متابع اعلامي, محمد العباسى, 1
ye1.org, AQAA Non Violent Activity, محمد العباسى, رجال الوايلي, 1
ye1.org, AQ Ideology, أبـو علياء, اليمن تاج راسي, 1
ye1.org, AQAA Terrorist Activity, أبـو علياء, اليمن تاج راسي, 1
ye1.org, AQ Ideology, ربـــش, رشيماء, 1
ye1.org, AQAA Military Engagement, ربـــش, رشيماء, 1
ye1.org, AQAA Non Violent Activity, ربـــش, رشيماء, 1
nationalkuwait.com, AQ Ideology, هزاع, المتوكل على الله, 1
ye1.org, AQ Ideology, رجال الوايلي, محمد العباسى, 1
ye1.org, AQAA Non Violent Activity, رجال الوايلي, محمد العباسى, 1
nationalkuwait.com, AQ Ideology, هزاع, الثقيل, 1
ye1.org, AQAA Non Violent Activity, ربـــش, Microscope, 1
nationalkuwait.com, AQ Ideology, عمر الفاروق, Catch Me If You Can, 1
nationalkuwait.com, AQAA Non Violent Activity, عمر الفاروق, Catch Me If You Can, 1
nationalkuwait.com, AQAA Terrorist Activity, عمر الفاروق, Catch Me If You Can, 1
ye1.org, AQ Ideology, ربـــش, رشيماء, 1
ye1.org, AQ Ideology, أبو نافع, رشيماء, 1
ye1.org, AQAA Military Engagement, أبو نافع, رشيماء, 1
ye1.org, AQAA Non Violent Activity, أبو نافع, رشيماء, 1
ye1.org, AQAA Terrorist Activity, أبو نافع, رشيماء, 1
ye1.org, AQAA Terrorist Activity, ابن سيناءء, متابع اعلامي, 1
173.199.128.68, AQ Ideology, عمر الفاروق, Catch Me If You Can, 1
ye1.org, AQAA Non Violent Activity, محمد العباسى, رجال الوايلي, 1
ye1.org, AQAA Non Violent Activity, محمد العباسى, حفيد البخاري, 1
ye1.org, AQ Ideology, نصيرة الحق, ابن الرياشي, 1
ye1.org, AQAA Terrorist Activity, نصيرة الحق, ابن الرياشي, 1
ye1.org, AQ Ideology, حفيد البخاري, محمد العباسى, 1
ye1.org, AQAA Non Violent Activity, حفيد البخاري, محمد العباسى, 1
ye1.org, AQ Ideology, مجدي الرويشد, رشيماء, 1
ye1.org, AQAA Military Engagement, مجدي الرويشد, رشيماء, 1
ye1.org, AQAA Non Violent Activity, مجدي الرويشد, رشيماء, 1
ye1.org, AQAA Non Violent Activity, Microscope, حق العودة, 1
ye1.org, AQAA Terrorist Activity, أبو علي 4, متابع اعلامي, 1
nationalkuwait.com, AQ Ideology, الثقيل, هزاع, 1
ye1.org, AQ Ideology, جابر الحارثي, ابن الرياشي, 1
ye1.org, AQAA Non Violent Activity, جابر الحارثي, ابن الرياشي, 1
ye1.org, AQ Ideology, حق العودة, Microscope, 1
ye1.org, AQAA Non Violent Activity, حق العودة, Microscope, 1
ye1.org, AQAA Non Violent Activity, محمد العباسى, Microscope, 1
as-ansar.com, AQAA Military Engagement, طويل الصمت, الزبير المقهور, 1
ye1.org, AQ Ideology, جابر الحارثي, ابو اسامه العوذلي, 1
ye1.org, AQ Ideology, ابن الرياشي, ابو اسامه العوذلي, 1
ye1.org, AQAA Terrorist Activity, ابن الرياشي, ابو اسامه العوذلي, 1
as-ansar.com, AQAA Military Engagement, البتّار اللبناني, الزبير المقهور, 1
ye1.org, AQ Ideology, ابن الرياشي, ابو اسامه العوذلي, 1
ye1.org, AQ Ideology, ربـــش, ابو اسامه العوذلي, 1
